x	y			kolo	kwadrat	pi							kolo	kwadrat				
65	248	0	1	584	732	3,191256831												
329	206	0	1	585	733	3,192360164												
383	169	0	1	586	734	3,19346049												
139	331	0	1	587	735	3,194557823												
174	146	0	1	588	736	3,195652174												
365	190	0	1	589	737	3,196743555												
343	214	0	1	590	738	3,197831978												
6	183	0	1	591	739	3,198917456												
22	200	0	1	592	740	3,2												
307	81	0	1	593	741	3,201079622												
35	303	0	1	594	742	3,202156334												
203	309	0	1	595	743	3,203230148												
252	171	0	1	596	744	3,204301075												
354	107	0	1	597	745	3,205369128												
376	174	0	1	598	746	3,206434316												
364	169	0	1	599	747	3,207496653												
53	61	0	0	599	748	3,203208556												
105	286	0	1	600	749	3,204272363												
174	0	0	0	600	750	3,2												
12	12	0	0	600	751	3,195739015												
360	374	0	0	600	752	3,191489362												
24	226	0	1	601	753	3,192563081												
249	263	0	1	602	754	3,193633952												
207	34	0	1	603	755	3,194701987												
131	237	0	1	604	756	3,195767196												
168	159	0	1	605	757	3,19682959												
284	202	0	1	606	758	3,197889182												
361	252	0	1	607	759	3,198945982												
177	278	0	1	608	760	3,2												
226	378	0	1	609	761	3,201051248												
56	92	0	1	610	762	3,202099738												
119	369	0	1	611	763	3,203145478												
99	149	0	1	612	764	3,204188482												
266	226	0	1	613	765	3,205228758												
297	83	0	1	614	766	3,206266319												
233	370	0	1	615	767	3,207301173												
187	333	0	1	616	768	3,208333333												
301	241	0	1	617	769	3,209362809												
353	147	0	1	618	770	3,21038961												
214	87	0	1	619	771	3,211413748												
140	10	0	1	620	772	3,212435233												
216	130	0	1	621	773	3,213454075												
302	60	0	1	622	774	3,214470284												
288	318	0	1	623	775	3,215483871												
26	349	0	0	623	776	3,211340206												
65	344	0	1	624	777	3,212355212												
212	356	0	1	625	778	3,213367609												
307	318	0	1	626	779	3,214377407												
338	130	0	1	627	780	3,215384615												
270	379	0	1	628	781	3,216389245												
180	114	0	1	629	782	3,217391304												
73	313	0	1	630	783	3,218390805												
111	184	0	1	631	784	3,219387755												
365	302	0	1	632	785	3,220382166												
236	343	0	1	633	786	3,221374046												
15	387	0	0	633	787	3,217280813												
123	187	0	1	634	788	3,218274112												
371	363	0	0	634	789	3,214195184												
301	288	0	1	635	790	3,215189873												
134	74	0	1	636	791	3,216182048												
364	125	0	1	637	792	3,217171717												
89	94	0	1	638	793	3,21815889												
47	168	0	1	639	794	3,219143577												
114	319	0	1	640	795	3,220125786												
31	15	0	0	640	796	3,216080402												
389	183	0	1	641	797	3,21706399												
172	302	0	1	642	798	3,218045113												
12	55	0	0	642	799	3,214017522												
78	3	0	0	642	800	3,21												
295	196	0	1	643	801	3,210986267												
52	224	0	1	644	802	3,211970075												
385	121	0	0	644	803	3,207970112												
69	298	0	1	645	804	3,208955224												
124	140	0	1	646	805	3,209937888												
282	77	0	1	647	806	3,210918114												
192	147	0	1	648	807	3,211895911												
204	121	0	1	649	808	3,212871287												
231	162	0	1	650	809	3,213844252												
257	369	0	1	651	810	3,214814815												
5	137	0	0	651	811	3,210850801												
200	234	0	1	652	812	3,21182266												
379	230	0	1	653	813	3,212792128												
264	374	0	1	654	814	3,213759214												
296	66	0	1	655	815	3,214723926												
381	84	0	0	655	816	3,210784314												
176	295	0	1	656	817	3,211750306												
158	370	0	1	657	818	3,212713936												
255	36	0	1	658	819	3,213675214												
64	219	0	1	659	820	3,214634146												
38	58	0	0	659	821	3,210718636												
347	31	0	0	659	822	3,206812652												
290	300	0	1	660	823	3,207776428												
119	67	0	1	661	824	3,208737864												
48	136	0	1	662	825	3,20969697												
13	142	0	1	663	826	3,210653753												
364	374	0	0	663	827	3,206771463												
66	256	0	1	664	828	3,207729469												
266	23	0	1	665	829	3,208685163												
74	339	0	1	666	830	3,209638554												
178	127	0	1	667	831	3,210589651												
161	176	0	1	668	832	3,211538462												
233	118	0	1	669	833	3,212484994												
107	28	0	1	670	834	3,213429257												
356	266	0	1	671	835	3,214371257												
158	380	0	1	672	836	3,215311005												
211	71	0	1	673	837	3,216248507												
297	133	0	1	674	838	3,217183771												
271	389	0	0	674	839	3,213349225												
395	397	0	0	674	840	3,20952381												
342	113	0	1	675	841	3,210463734												
135	166	0	1	676	842	3,211401425												
361	118	0	1	677	843	3,212336892												
175	330	0	1	678	844	3,213270142												
87	183	0	1	679	845	3,214201183												
172	273	0	1	680	846	3,215130024												
264	257	0	1	681	847	3,216056671												
261	16	0	1	682	848	3,216981132												
148	38	0	1	683	849	3,217903416												
367	124	0	1	684	850	3,218823529												
197	221	0	1	685	851	3,219741481												
53	202	0	1	686	852	3,220657277												
34	194	0	1	687	853	3,221570926												
155	13	0	1	688	854	3,222482436												
372	171	0	1	689	855	3,223391813												
57	369	0	0	689	856	3,219626168												
220	194	0	1	690	857	3,220536756												
180	216	0	1	691	858	3,221445221												
304	145	0	1	692	859	3,222351572												
229	338	0	1	693	860	3,223255814												
383	361	0	0	693	861	3,219512195												
10	295	0	0	693	862	3,215777262												
119	289	0	1	694	863	3,216685979												
372	82	0	0	694	864	3,212962963												
37	141	0	1	695	865	3,213872832												
18	121	0	1	696	866	3,2147806												
12	103	0	0	696	867	3,211072664												
26	363	0	0	696	868	3,207373272												
352	46	0	0	696	869	3,203682394												
75	218	0	1	697	870	3,204597701												
116	214	0	1	698	871	3,205510907												
99	138	0	1	699	872	3,206422018												
111	90	0	1	700	873	3,207331042												
387	159	0	1	701	874	3,208237986												
79	167	0	1	702	875	3,209142857												
370	337	0	0	702	876	3,205479452												
229	33	0	1	703	877	3,206385405												
71	297	0	1	704	878	3,207289294												
181	27	0	1	705	879	3,208191126												
283	75	0	1	706	880	3,209090909												
84	126	0	1	707	881	3,209988649												
144	181	0	1	708	882	3,210884354												
318	228	0	1	709	883	3,211778029												
233	264	0	1	710	884	3,212669683												
205	11	0	1	711	885	3,213559322												
321	134	0	1	712	886	3,214446953												
191	343	0	1	713	887	3,215332582												
388	230	0	1	714	888	3,216216216												
366	195	0	1	715	889	3,217097863												
200	25	0	1	716	890	3,217977528												
166	296	0	1	717	891	3,218855219												
190	163	0	1	718	892	3,219730942												
28	186	0	1	719	893	3,220604703												
172	270	0	1	720	894	3,22147651												
124	239	0	1	721	895	3,222346369												
317	216	0	1	722	896	3,223214286												
158	124	0	1	723	897	3,224080268												
117	35	0	1	724	898	3,224944321												
182	62	0	1	725	899	3,225806452												
104	374	0	1	726	900	3,226666667												
200	272	0	1	727	901	3,227524972												
5	71	0	0	727	902	3,223946785												
278	117	0	1	728	903	3,224806202												
234	1	0	0	728	904	3,221238938												
182	391	0	1	729	905	3,222099448												
371	39	0	0	729	906	3,218543046												
107	83	0	1	730	907	3,219404631												
152	329	0	1	731	908	3,220264317												
354	82	0	1	732	909	3,221122112												
378	37	0	0	732	910	3,217582418												
130	239	0	1	733	911	3,218441273												
67	59	0	1	734	912	3,219298246												
273	353	0	1	735	913	3,220153341												
207	276	0	1	736	914	3,221006565												
348	71	0	1	737	915	3,221857923												
41	145	0	1	738	916	3,222707424												
333	123	0	1	739	917	3,223555071												
191	358	0	1	740	918	3,224400871												
270	260	0	1	741	919	3,225244831												
254	392	0	1	742	920	3,226086957												
336	262	0	1	743	921	3,226927253												
212	192	0	1	744	922	3,227765727												
290	3	0	0	744	923	3,224268689												
322	194	0	1	745	924	3,225108225												
159	125	0	1	746	925	3,225945946												
237	295	0	1	747	926	3,226781857												
198	67	0	1	748	927	3,227615965												
290	369	0	1	749	928	3,228448276												
377	230	0	1	750	929	3,229278794												
271	174	0	1	751	930	3,230107527												
56	10	0	0	751	931	3,226638024												
190	313	0	1	752	932	3,227467811												
83	369	0	0	752	933	3,224008574												
154	192	0	1	753	934	3,2248394												
181	170	0	1	754	935	3,225668449												
293	216	0	1	755	936	3,226495726												
295	1	0	0	755	937	3,223052295												
383	224	0	1	756	938	3,223880597												
370	363	0	0	756	939	3,220447284												
64	71	0	1	757	940	3,221276596												
376	207	0	1	758	941	3,222104145												
275	300	0	1	759	942	3,222929936												
81	263	0	1	760	943	3,223753977												
370	55	0	0	760	944	3,220338983												
20	346	0	0	760	945	3,216931217												
326	81	0	1	761	946	3,217758985												
207	100	0	1	762	947	3,218585005												
291	268	0	1	763	948	3,219409283												
368	389	0	0	763	949	3,21601686												
168	40	0	1	764	950	3,216842105												
132	224	0	1	765	951	3,217665615												
60	119	0	1	766	952	3,218487395												
172	325	0	1	767	953	3,21930745												
163	27	0	1	768	954	3,220125786												
323	196	0	1	769	955	3,220942408												
68	350	0	1	770	956	3,221757322												
74	101	0	1	771	957	3,222570533												
281	157	0	1	772	958	3,223382046												
378	260	0	1	773	959	3,224191867												
153	86	0	1	774	960	3,225												
391	150	0	1	775	961	3,225806452												
116	358	0	1	776	962	3,226611227												
137	271	0	1	777	963	3,22741433												
218	189	0	1	778	964	3,228215768												
273	359	0	1	779	965	3,229015544												
285	160	0	1	780	966	3,229813665												
334	301	0	1	781	967	3,230610134												
138	268	0	1	782	968	3,231404959												
124	120	0	1	783	969	3,232198142												
220	165	0	1	784	970	3,232989691												
227	287	0	1	785	971	3,233779609												
357	235	0	1	786	972	3,234567901												
65	66	0	1	787	973	3,235354573												
253	70	0	1	788	974	3,23613963												
120	350	0	1	789	975	3,236923077												
39	266	0	1	790	976	3,237704918												
360	53	0	0	790	977	3,234390993												
14	26	0	0	790	978	3,231083845												
131	346	0	1	791	979	3,231869254												
304	141	0	1	792	980	3,232653061												
205	284	0	1	793	981	3,23343527												
163	238	0	1	794	982	3,234215886												
76	298	0	1	795	983	3,234994914												
207	123	0	1	796	984	3,235772358												
334	14	0	0	796	985	3,23248731												
65	119	0	1	797	986	3,23326572												
236	272	0	1	798	987	3,234042553												
393	358	0	0	798	988	3,230769231												
202	33	0	1	799	989	3,231547017												
315	0	0	0	799	990	3,228282828												
305	101	0	1	800	991	3,229061554												
259	354	0	1	801	992	3,22983871												
41	46	0	0	801	993	3,226586103												
338	299	0	1	802	994	3,227364185												
340	214	0	1	803	995	3,228140704												
107	150	0	1	804	996	3,228915663												
306	370	0	0	804	997	3,225677031												
199	183	0	1	805	998	3,226452906												
164	28	0	1	806	999	3,227227227												
136	385	0	1	807	1000	3,228												
371	292	0	1	808	1001	3,228771229												
190	209	0	1	809	1002	3,229540918												
204	74	0	1	810	1003	3,230309073												
63	13	0	0	810	1004	3,227091633												
90	187	0	1	811	1005	3,227860697												
238	201	0	1	812	1006	3,228628231												
86	196	0	1	813	1007	3,22939424												
68	35	0	0	813	1008	3,226190476												
182	214	0	1	814	1009	3,226957384												
93	110	0	1	815	1010	3,227722772												
99	213	0	1	816	1011	3,228486647												
372	31	0	0	816	1012	3,225296443												
255	37	0	1	817	1013	3,226061204												
379	398	0	0	817	1014	3,222879684												
290	178	0	1	818	1015	3,22364532												
206	142	0	1	819	1016	3,224409449												
387	195	0	1	820	1017	3,225172075												
316	38	0	1	821	1018	3,225933202												
352	219	0	1	822	1019	3,226692836												
271	22	0	1	823	1020	3,22745098												
152	352	0	1	824	1021	3,22820764												
92	270	0	1	825	1022	3,228962818												
116	268	0	1	826	1023	3,22971652												
40	314	0	1	827	1024	3,23046875												
387	320	0	0	827	1025	3,227317073												
340	139	0	1	828	1026	3,228070175												
82	131	0	1	829	1027	3,228821811												
65	176	0	1	830	1028	3,229571984												
126	30	0	1	831	1029	3,2303207												
98	102	0	1	832	1030	3,231067961												
82	170	0	1	833	1031	3,231813773												
146	116	0	1	834	1032	3,23255814												
195	161	0	1	835	1033	3,233301065												
241	118	0	1	836	1034	3,234042553												
116	221	0	1	837	1035	3,234782609												
199	204	0	1	838	1036	3,235521236												
8	185	0	1	839	1037	3,236258438												
348	191	0	1	840	1038	3,23699422												
156	106	0	1	841	1039	3,237728585												
93	173	0	1	842	1040	3,238461538												
336	88	0	1	843	1041	3,239193084												
13	344	0	0	843	1042	3,236084453												
364	163	0	1	844	1043	3,236816874												
379	64	0	0	844	1044	3,233716475												
144	297	0	1	845	1045	3,234449761												
159	321	0	1	846	1046	3,235181644												
